latitude,longitude,availability_365,neigh_group_numeric,room_type_numeric,es_nuevo,price
0.6736395588413728,0.552943188945676,0.23013698630136986,0.5,0.0,0.0,4.90527477843843
0.5598594109804935,0.5486666793377992,0.0,0.25,0.0,0.0,2.995732273553991
0.670779299478852,0.49970539600479924,0.8246575342465754,0.5,0.0,0.0,6.54965074223381
0.6061325899891017,0.49968638929541953,0.06575342465753425,0.5,0.5,0.0,4.499809670330265
0.6379347957823427,0.6223937049778385,0.0,0.75,0.0,0.0,4.382026634673881
0.5797600290873959,0.4611407826962761,0.11232876712328767,0.5,0.0,0.0,5.187385805840755
0.8887892376681634,0.8037557257711967,1.0,0.0,0.5,0.0,4.382026634673881
0.556853714701262,0.4952008058844797,0.0,0.5,0.0,0.0,4.941642422609304
0.5227729972124706,0.4482922471632378,0.0,0.5,0.0,0.0,7.600902459542082
0.554090413283248,0.4557808906543812,0.726027397260274,0.5,0.0,0.0,5.342334251964811
0.4561144103744965,0.6167867257141779,0.0136986301369863,0.25,0.5,0.0,3.8066624897703196
0.5028239001333361,0.44392070400851935,0.9315068493150686,0.5,0.0,0.0,5.43372200355424
0.3186765240576932,0.2895101970995597,0.0,1.0,0.0,0.0,3.871201010907891
0.7304569143134216,0.5334042917149588,0.3452054794520548,0.5,0.5,0.0,4.553876891600541
0.45892619076477104,0.5118126698724836,0.0,0.25,0.0,0.0,5.616771097666572
0.6493758332323551,0.48737004162470043,0.0,0.5,0.0,1.0,5.298317366548036
0.642273663798349,0.4978997586147784,0.8136986301369863,0.5,0.5,1.0,4.605170185988092
0.4131620409647354,0.47693535818143573,0.0547945205479452,0.25,0.5,1.0,4.007333185232471
0.399200096957955,0.48936574610837624,0.7041095890410959,0.25,0.0,0.0,5.4116460518550396
0.591152587565162,0.6309277174842691,0.4904109589041096,0.75,0.5,1.0,4.499809670330265
0.5921221670100749,0.4952388193032107,0.4904109589041096,0.5,0.0,1.0,5.517452896464707
0.2908495939886109,0.548096478056749,0.0,0.25,1.0,0.0,3.912023005428146
0.5520785359350526,0.5049322410811214,0.5397260273972603,0.5,0.5,0.0,4.605170185988092
0.4424675796873174,0.4764791971566069,0.043835616438356165,0.25,0.0,1.0,4.867534450455582
0.603805599321305,0.4620531047459622,0.2602739726027397,0.5,0.0,0.0,5.768320995793772
0.42506362865108827,0.551327618649367,0.2602739726027397,0.25,0.5,0.0,4.356708826689592
0.4950672645740042,0.5732803679698861,0.09863013698630137,0.25,0.5,0.0,4.23410650459726
0.3824021330747911,0.6101343774352301,0.10684931506849316,0.25,0.0,0.0,4.382026634673881
0.3484426130166156,0.5068139053085474,0.5178082191780822,0.25,0.0,0.0,4.48863636973214
0.45395709610956203,0.6181742154980725,0.7698630136986302,0.25,0.5,0.0,4.605170185988092
0.8114167979638864,0.5743447436945246,0.0027397260273972603,0.5,0.0,0.0,4.605170185988092
0.3654829717610113,0.5052743618497288,0.536986301369863,0.25,0.0,0.0,4.787491742782046
0.769700642346379,0.7533309258167833,0.4575342465753425,0.0,0.0,1.0,4.852030263919617
0.7221427705732708,0.534449660730246,0.715068493150685,0.5,0.0,0.0,5.220355825078324
0.4516301054417795,0.6084807937201901,0.0136986301369863,0.25,0.5,0.0,4.248495242049359
0.6546842806932602,0.5572196985535811,0.0,0.5,0.0,1.0,4.941642422609304
0.474075869591573,0.5882196415334704,0.06027397260273973,0.25,0.5,0.0,4.007333185232471
0.4182523330505461,0.6280196909509073,0.0958904109589041,0.25,0.5,0.0,4.31748811353631
0.6684523088110552,0.5628266778172701,0.0,0.5,0.0,0.0,5.616771097666572
0.4695915646588418,0.571455723870514,0.0,0.25,0.0,0.0,5.783825182329737
0.5537995394497699,0.48602056525953685,0.0,0.5,0.0,0.0,5.783825182329737
0.7882923282026582,0.5760933609564063,0.5780821917808219,0.5,0.5,0.0,3.912023005428146
0.2187856017452532,0.8551688746127297,0.8356164383561644,0.75,0.5,0.0,3.6109179126442243
0.7339231608290078,0.5268089635641218,0.0,0.5,0.5,0.0,4.59511985013459
0.4456671918555486,0.6448026153232149,0.526027397260274,0.25,0.0,0.0,4.859812404361672
0.5437401527087786,0.5058825765495101,0.25753424657534246,0.5,0.5,0.0,5.0106352940962555
0.751472548781976,0.6160264573394443,0.4821917808219178,0.0,0.5,0.0,3.6635616461296463
0.45068476548298975,0.4781327808716469,0.0,0.25,0.0,0.0,5.293304824724492
0.5406859774572865,0.47579495561933527,0.0,0.5,0.0,0.0,5.521460917862246
0.42586353169313895,0.5787543002680025,0.0,0.25,0.5,0.0,6.214608098422191
0.5224336444067461,0.5795335753520874,0.0,0.25,0.0,0.0,4.74493212836325
0.5242273663798329,0.9059548020451018,0.24383561643835616,0.75,0.5,0.0,3.912023005428146
0.8083141437401622,0.5745158040788283,0.8712328767123287,0.5,0.0,0.0,5.82600010738045
0.7997091261665332,0.5686997510121046,0.0,0.5,0.0,1.0,6.214608098422191
0.8933947400315247,0.6008971166821766,0.40821917808219177,0.5,0.5,0.0,4.174387269895637
0.4959641255605476,0.614505920589977,0.0,0.25,0.0,0.0,4.605170185988092
0.4398012362137962,0.4729629559234354,0.06575342465753425,0.25,0.0,0.0,5.19295685089021
0.8378135983517296,0.5732233478417754,0.7671232876712328,0.5,0.5,0.0,4.060443010546419
0.38652284571567463,0.666109136525165,0.07397260273972603,0.25,0.5,0.0,3.4657359027997265
0.361556175009099,0.5451884515233871,1.0,0.25,0.0,0.0,4.941642422609304
0.30272694218882634,0.5684906772090699,0.010958904109589041,0.25,0.5,0.0,3.828641396489095
0.3249060719912933,0.5752760724535619,0.24657534246575344,0.25,0.5,1.0,5.0106352940962555
0.4984365531450692,0.7880751905422585,0.9917808219178083,0.75,1.0,0.0,3.7612001156935624
0.508811053205676,0.5785832398836703,0.0,0.25,0.5,0.0,4.787491742782046
0.6477517876621164,0.6366677437135024,0.13972602739726028,0.75,0.5,0.0,4.0943445622221
0.43286874318265234,0.5497690684811687,0.6520547945205479,0.25,0.0,0.0,5.0106352940962555
0.6419100715064872,0.4975766445555223,0.024657534246575342,0.5,0.0,0.0,4.976733742420574
0.7768512907526315,0.5523539809552744,0.0,0.5,0.5,0.0,4.174387269895637
0.6958671676160577,0.5179898504171945,0.07397260273972603,0.5,0.0,0.0,5.1647859739235145
0.8379832747545919,0.5788493338148442,0.0,0.5,0.5,0.0,3.9512437185814275
0.6626590716276866,0.6259669663391207,0.024657534246575342,0.75,0.5,0.0,4.007333185232471
0.4060841110168525,0.5445042099861439,0.0,0.25,0.0,1.0,4.976733742420574
0.5712762089443828,0.4548685686047236,0.8547945205479452,0.5,0.0,0.0,5.298317366548036
0.5636165313295436,0.4573964609507186,0.904109589041096,0.5,0.5,0.0,4.499809670330265
0.4903405647800412,0.6332465360272295,0.0136986301369863,0.75,0.0,0.0,4.787491742782046
0.5272573021452018,0.4815159751392173,0.0,0.5,0.0,0.0,5.293304824724492
0.5351351351351354,0.4855834109440593,0.8383561643835616,0.5,0.0,0.0,5.3471075307174685
